collection||الجامع الصغير
hadith|7209|لأن يأخذ أحدكم حبله ثم يغدو إلى الجبل فيحتطب فيبيع فيأكل ويتصدق خير له من أن يسأل الناس (6).
hadith|7210|لأن يؤدب الرجل ولده خير له من أن يتصدق بصاع (7).
hadith|7211|لأن يتصدق المرء في حياته بدرهم خير له من أن يتصدق بمائة عند موته (1)
hadith|7212|لأن يجعل أحدكم في فيه ترابا خير له من أن يجعل في فيه ما حرم الله (2)
hadith|7213|لأن يجلس أحدكم على جمرة فتحترق ثيابه فتخلص إلى جلده خير له من أن يجلس على قبر (3).
hadith|7214|لأن يزني الرجل بعشرة نسوة خير له من أن يزني بامرأة جاره، ولأن يسرق الرجل من عشرة أبيات أيسر له من أن يسرق من بيت جاره (4)
hadith|7215|لأن يطأ الرجل على جمرة خير له من أن يطأ على قبر (5)
hadith|7216|لأن يطعن في رأس أحدكم بمخيط من حديد خير له من أن يمس امرأة لا تحل له (6)
hadith|7217|لأن يلبس أحدكم ثوبا من رقاع شتى خير له من أن يأخذ بأمانته ما ليس عنده (7)
hadith|7218|لأن يمتلئ جوف رجل قيحا حتى يريه خير له من أن يمتلئ شعرا (1)
hadith|7219|لأن يهدي الله على يديك رجلا خير لك مما طلعت عليه الشمس وغربت (2)
hadith|7220|لئن بقيت إلى قابل لأصومن التاسع (3)
hadith|7221|لتأخذوا عني مناسككم، فإني لا أدري لعلي لا أحج بعد حجتي هذه (4).
hadith|7222|لتؤدن الحقوق إلى أهلها يوم القيامة حتى يقاد للشاة الجلحاء من الشاة القرناء، تنطحها (5)
hadith|7223|لتأمرن بالمعروف، ولتنهون عن المنكر، أو ليسلطن الله عليكم شراركم فيدعو خياركم فلا يستجاب لهم (6)
hadith|7224|لتركبن سنن من كان قبلكم شبرا بشبر وذراعا بذراع، حتى لو أن أحدهم دخل جحر ضب لدخلتم، وحتى لو أن أحدهم جامع امرأته بالطريق لفعلتموه (7)
hadith|7225|لتزدحمن هذه الأمة على الحوض ازدحام إبل وردت لخمس (1)
hadith|7226|لتستحلن طائفة من أمتي الخمر باسم يسمونها إياه (2)
hadith|7227|لتفتحن القسطنطينية، ولنعم الأمير أميرها، ولنعم الجيش ذلك الجيش (3)
hadith|7228|لتملأن الأرض جورا وظلما، فإذا ملئت جورا وظلما يبعث الله رجلا مني اسمه اسمي واسم أبيه اسم أبي، فيملؤها عدلا وقسطا كما ملئت جورا وظلما، فلا تمنع السماء شيئا من قطرها ولا الأرض شيئا من نباتها، يمكث فيكم سبعا أو ثمانيا، فإن أكثر فتسعا (4)
hadith|7229|لتملأن الأرض ظلما وعدوانا، ثم ليخرجن رجل من أهل بيتي حتى يملأها قسطا وعدلا كما ملئت ظلما وعدوانا (5)
hadith|7230|لتنتقون كما ينتقى التمر من الحثالة، فليذهبن خياركم وليبقين شراركم، فموتوا إن استطعتم (6)
hadith|7231|لتنتهكن الأصابع بالطهور، أو لتنتهكنها النار (7)
hadith|7232|لتنتقضن عرى الإسلام عروة عروة، فكلما انتقضت عروة تشبث الناس بالتي تليها، فأولهن نقضا الحكم، وآخرهن الصلاة (1)
hadith|7233|لجهنم سبعة أبواب، باب منها لمن سل السيف على أمتي (2)
hadith|7234|لحجة أفضل من عشر غزوات، ولغزوة أفضل من عشر حجات (3)
hadith|7235|لحم صيد البر لكم حلال وأنتم حرم، ما لم تصيدوه، أو يصاد لكم (4)
hadith|7236|لزوال الدنيا أهون على الله من قتل رجل مسلم (5)
hadith|7237|لسان القاضي بين جمرتين: إما إلى جنة، وإما إلى نار (6)
hadith|7238|لست أخاف على أمتي غوغاء تقتلهم، ولا عدوا يجتاحهم، ولكني أخاف على أمتي أئمة مضلين إن أطاعوهم فتنوهم، وإن عصوهم قتلوهم (7).
hadith|7239|لست أدخل دارا فيها نوح ولا كلب أسود (1).
hadith|7240|لست من دد، ولا الدد مني (2)
hadith|7241|لست من دد، ولا دد مني، ولست من الباطل ولا الباطل مني (3)
hadith|7242|لست من الدنيا وليست منى، إني بعثت والساعة تستبق (4).
hadith|7243|لسفرة في سبيل الله خير من خمسين حجة (5).
hadith|7244|لسقط أقدمه بين يدي أحب إلي من فارس أخلفه خلفي (6).
hadith|7245|لشبر في الجنة خير من الدنيا وما فيها (7).
hadith|7246|لصوت أبي طلحة في الجيش خير من فئة (8)
hadith|7247|لصوت أبي طلحة في الجيش خير من ألف رجل (9).
hadith|7248|لعثرة في كد حلال على عيل محجوب أفضل عند الله من ضرب بسيف حولا كاملا لا يجف دما مع إمام عادل (1)
hadith|7249|لعلك ترزق به (2).
hadith|7250|لعلكم ستفتحون بعدي مدائن عظاما، وتتخذون في أسواقها مجالس، فإذا كان ذلك فردوا السلام، وغضوا من أبصاركم، واهدوا الأعمى، وأعينوا المظلوم (3)
hadith|7251|لعنة الله على الراشي والمرتشي (4)
hadith|7252|لعن الله الخامشة وجهها، والشاقة جيبها، والداعية بالويل والثبور (5)
hadith|7253|لعن الله الخمر، وشاربها وساقيها، وبائعها ومبتاعها، وعاصرها ومعتصرها، وحاملها والمحمولة إليه، وآكل ثمنها (6)
hadith|7254|لعن الله الراشي والمرتشي في الحكم (7)
hadith|7255|لعن الله الراشي والمرتشي، والرائش الذي يمشي بينهما (1).
hadith|7256|لعن الله الربا، وآكله وموكله، وكاتبه وشاهده، وهم يعلمون، والواصلة والمستوصلة، والواشمة والمستوشمة، والنامصة والمتنمصة (2)
hadith|7257|لعن الله الرجل يلبس لبسة المرأة، والمرأة تلبس لبسة الرجل (3)
hadith|7258|لعن الله الرجلة من النساء (4)
hadith|7259|لعن الله الزهرة، فإنها هي التي فتنت الملكين: هاروت وماروت (5)
hadith|7260|لعن الله السارق: يسرق البيضة فتقطع يده، ويسرق الحبل فتقطع يده (6)
hadith|7261|لعن الله العقرب: ما تدع المصلي وغير المصلي، اقتلوها في الحل والحرم (7)
hadith|7262|لعن الله العقرب: ما تدع نبيا ولا غيره إلا لدغتهم (1)
hadith|7263|لعن الله القاشرة والمقشورة (2)
hadith|7264|لعن الله الذين يشققون الخطب تشقيق الشعر (3)
hadith|7265|لعن الله المتشبهات من النساء بالرجال، والمتشبهين من الرجال بالنساء (4).
hadith|7266|لعن الله المحلل والمحلل له (5)
hadith|7267|لعن الله المختفي والمختفية (6)
hadith|7268|لعن الله المخنثين من الرجال والمترجلات من النساء (7)
hadith|7269|لعن الله المسوفات: التي يدعوها زوجها إلى فراشه فتقول: " سوف " حتى تغلبه عيناه (8)
hadith|7270|لعن الله المفسلة: التي إذا أراد زوجها أن يأتيها قالت: " أنا حائض " (1)
hadith|7271|لعن الله النائحة والمستمعة (2).
hadith|7272|لعن الله الواشمات والمستوشمات، والنامصات والمتنمصات، والمتفلجات للحسن، المغيرات خلق الله (3)
hadith|7273|لعن الله الواصلة والمستوصلة، والواشمة، والمستوشمة (4)
hadith|7274|لعن الله آكل الربا، وموكله، وشاهده، وكاتبه (5)
hadith|7275|لعن الله آكل الربا، وموكله، وكاتبه ومانع الصدقة (6)
hadith|7276|لعن الله زائرات القبور، والمتخذين عليها المساجد والسرج (7).
hadith|7277|لعن الله زوارات القبور (1)
hadith|7278|لعن الله من سب أصحابي (2)
hadith|7279|لعن الله من قعد وسط الحلقة (3)
hadith|7280|لعن الله من يسم في الوجه (4)
hadith|7281|لعن الله من فرق بين الوالدة وولدها، وبين الأخ وأخيه (5)
hadith|7282|لعن الله من لعن والديه، ولعن الله من ذبح لغير الله، ولعن الله من آوى محدثا، ولعن الله من غير منار الأرض (6)
hadith|7283|لعن الله من مثل بالحيوان (7)
hadith|7284|لعن عبد الدينار، لعن عبد الدرهم (8).
hadith|7285|لعنت القدرية على لسان سبعين نبيا (1)
hadith|7286|لغدوة في سبيل الله أو روحة خير من الدنيا وما فيها، ولقاب قوس أحدكم أو موضع قده في الجنة خير من الدنيا وما فيها، ولو اطلعت امرأة من نساء أهل الجنة إلى الأرض لملأت ما بينهما ريحا ولأضاءت ما بينهما، ولنصيفها على رأسها خير من الدنيا وما فيها (2)
hadith|7287|لغزوة في سبيل الله أحب إلي من أربعين حجة (3)
hadith|7288|لقد أكل الدجال الطعام، ومشى في الأسواق (4).
hadith|7289|لقد أمرت أن أتجوز في القول، فإن الجواز في القول هو خير (5)
hadith|7290|لقد أنزل علي عشر آيات، من أقامهن دخل الجنة " قد أفلح المؤمنون، الآيات (6)
hadith|7291|لقد أوذيت في الله وما يؤذى أحد، وأخفت في الله وما يخاف أحد، ولقد أتت علي ثلاثون من بين يوم وليلة وما لي ولبلال طعام يأكله ذو كبد إلا شئ يواريه إبط بلال (1).
hadith|7292|لقد بارك الله لرجل في حاجة أكثر الدعاء فيها، أعطيها أو منعها (2)
hadith|7293|لقد رأيتني يوم أحد وما في الأرض قربي مخلوق غير جبريل عن يميني وطلحة عن يساري (3)
hadith|7294|لقد رأيت رجلا يتقلب في الجنة في شجرة قطعها من ظهر الطريق كانت تؤذي الناس (4)
hadith|7295|لقد رأيت الملائكة تغسل حمزة (5)
hadith|7296|لقد رأيت الآن منذ صليت لكم: الجنة والنار ممثلتين في قبلة هذا الجدار. فلم أر كاليوم في الخير والشر (6)
hadith|7297|لقد هممت أن لا أقبل هدية إلا من قرشي، أو أنصاري، أو ثقفي، أو دوسي (7).
hadith|7298|لقد هممت أن أنهى عن الغيلة، حتى ذكرت أن الروم وفارس يصنعون ذلك فلا يضر أولادهم (1)
hadith|7299|لقد هممت أن آمر رجلا يصلي بالناس ثم أحرق على رجال يتخلفون عن الجمعة بيوتهم (2)
hadith|7300|لقلب ابن آدم أشد انقلابا من القدر إذا استجمعت غليانا (3)
hadith|7301|لقنوا موتاكم " لا إله إلا الله " (4).
hadith|7302|لقيام رجل في الصف في سبيل الله عز وجل ساعة أفضل من عبادة ستين سنة (5)
hadith|7303|لقيد سوط أحدكم من الجنة خير مما بين السماء والأرض (6)
hadith|7304|لكل أمة مجوس، ومجوس أمتي الذين يقولون " لا قدر ". إن مرضوا فلا تعودوهم، وإن ماتوا فلا تشهدوهم (1)
hadith|7305|لكل باب من أبواب البر باب من أبواب الجنة، وإن باب الصيام يدعى الريان (2)
hadith|7306|لكل داء دواء، فإذا أصيب دواء الداء برئ بإذن الله تعالى (3)
hadith|7307|لكل داء دواء، ودواء الذنوب الاستغفار (4)
hadith|7308|لكل سهو سجدتان بعد ما يسلم (5).
hadith|7309|لكل سورة حظها من الركوع والسجود (5)
hadith|7310|لكل شئ آفة تفسده، وآفة هذا الدين ولاة السوء (7)
hadith|7311|لكل شئ أس، وأس الإيمان الورع، ولكل شئ فرع، وفرع الإيمان الصبر، ولكل شئ سنام، وسنام هذه الأمة عمي العباس، ولكل شئ سبط، وسبط هذه الأمة الحسن والحسين، ولكل شئ جناح، وجناح هذه الأمة أبو بكر وعمر، ولكل شئ مجن، ومجن هذه الأمة علي بن أبي طالب (1)
hadith|7312|لكل شئ حصاد، وحصاد أمتي ما بين الستين إلى السبعين (2)
hadith|7313|لكل شئ حلية، وحلية القرآن الصوت الحسن (3)
hadith|7314|لكل شئ زكاة، وزكاة الجسد الصوم (4)
hadith|7315|لكل شئ زكاة، وزكاة الدار بيت الضيافة (5)
hadith|7316|لكل شئ سنام، وإن سنام القرآن سورة البقرة، وفيها آية هي سيدة آي القرآن: آية الكرسي (6)
hadith|7317|لكل شئ صفوة، وصفوة الصلاة التكبيرة الأولى (7).
hadith|7318|لكل شئ طريق، وطريق الجنة العلم (8).
hadith|7319|لكل شئ عروس، وعروس القرآن " الرحمن " (9)
hadith|7320|لكل شئ معدن، ومعدن التقوى قلوب العارفين (1)
hadith|7321|لكل شئ مفتاح، ومفتاح السماوات قول " لا إله إلا الله " (2)
hadith|7322|لكل شئ مفتاح، ومفتاح الجنة حب المساكين والفقراء (3)
hadith|7323|لكل عبد صيت: فإن كان صالحا وضع في الأرض، وإن كان مسيئا وضع في الأرض (4)
hadith|7324|لكل صائم دعوة مستجابة عند إفطاره أعطيها في الدنيا أو ادخرت له في الآخرة (5)
hadith|7325|لكل غادر لواء يعرف به يوم القيامة (6)
hadith|7326|لكل غادر لواء عند استه يوم القيامة (7)
hadith|7327|لكل قرن من أمتي سابقون (8)
hadith|7328|لكل قرن سابق (9)
hadith|7329|لكل نبي تركة، وإن تركتي وضيعتي الأنصار، فاحفظوني فيهم (1)
hadith|7330|لكل نبي حرم، وحرمي المدينة (2)
hadith|7331|لكل نبي خليل في أمته، وإن خليلي عثمان بن عفان (3).
hadith|7332|لكل نبي رفيق في الجنة، ورفيقي فيها عثمان بن عفان (4)
hadith|7333|لكل نبي رهبانية، ورهبانية هذه الأمة الجهاد في سبيل الله (5).
hadith|7334|للإمام والمؤذن مثل أجر من صلى معهما (6)
hadith|7335|للبكر سبع، وللثيب ثلاث (7)
hadith|7336|للتوبة باب بالمغرب مسيرة سبعين عاما لا يزال كذلك حتى يأتي بعض آيات ربك: طلوع الشمس من مغربها (8).
hadith|7337|للجار حق (9)
hadith|7338|للجنة ثمانية أبواب: سبعة مغلقة، وباب مفتوح للتوبة حتى تطلع الشمس من نحوه (1)
hadith|7339|للحرة يومان، وللأمة يوم (2)
hadith|7340|للرجال حواري، وللنساء حوارية: فحواري الرجال الزبير، وحوارية النساء عائشة (3)
hadith|7341|للرحم لسان عند الميزان تقول: يا رب من قطعني فاقطعه، ومن وصلني فصله (4)
hadith|7342|للسائل حق، وإن جاء على فرس (5).
hadith|7343|للصف الأول فضل على الصفوف (6)
hadith|7344|للعبد المملوك الصالح أجران (7).
hadith|7345|للغازي أجره، وللجاعل أجره وأجر الغازي (8)
hadith|7346|للمائد أجر شهيد، وللغريق أجر شهيدين (1)
hadith|7347|للمرأة ستران: القبر، والزوج (2).
hadith|7348|للمسلم على المسلم ست بالمعروف: يسلم عليه إذا لقيه، ويجيبه إذا دعاه، ويشمته إذا عطس، ويعوده إذا مرض، ويتبع جنازته إذا مات، ويحب له ما يحب لنفسه (3)
hadith|7349|للمصلي ثلاث خصال: يتناثر البر من عنان السماء إلى مفرق رأسه، وتحف به الملائكة من لدن قدميه إلى عنان السماء، ويناديه مناد: لو يعلم المصلي من يناجي ما انفتل (4)
hadith|7350|للمملوك طعامه وكسوته بالمعروف، ولا يكلف من العمل إلا ما يطيق (5).
hadith|7351|للمملوك على سيده ثلاث خصال: لا يعجله عن صلاته، ولا يقيمه عن طعامه، ويشبعه كل الإشباع (6).
hadith|7352|للمؤمن أربعة أعداء: مؤمن يحسده، ومنافق يبغضه، وشيطان يضله، وكافر يقاتله (7)
hadith|7353|للمهاجرين منابر من ذهب يجلسون عليها يوم القيامة قد أمنوا من الفزع (1).
hadith|7354|للنار باب لا يدخل منه إلا من شفى غيظه بسخط الله تعالى (2)
hadith|7355|لم تؤتوا بعد كلمة الإخلاص مثل العافية، فاسألوا الله العافية (3)
hadith|7356|لم تحل الغنائم لأحد سود الرؤوس من قبلكم، كانت تجمع وتنزل نار من السماء فتأكلها (4).
hadith|7357|لم يبعث الله تعالى نبيا إلا بلغة قومه (5)
hadith|7358|لم يبق من النبوة إلا المبشرات: الرؤيا الصالحة (6).
hadith|7359|لم يتكلم في المهد إلا عيسى، وشاهد يوسف، وصاحب جريج، وابن ماشطة فرعون (7)
hadith|7360|لم تحسدنا اليهود بشئ ما حسدونا بثلاث: التسليم ، والتأمين، و " اللهم ربنا ولك الحمد " (8)
hadith|7361|لم ير للمتحابين مثل النكاح (1).
hadith|7362|لم يزل أمر بني إسرائيل معتدلا حتى نشأ فيهم المولدون وأبناء سبايا الأمم التي كانت بنو إسرائيل تسبيها، فقالوا بالرأي فضلوا وأضلوا (2)
hadith|7363|لم يسلط على الدجال إلا عيسى بن مريم (3)
hadith|7364|لم يقبر نبي إلا حيث يموت (4)
hadith|7365|لم يكذب من نمى بين اثنين ليصلح (5)
hadith|7366|لم يكن مؤمن ولا يكون إلى يوم القيامة إلا وله جار يؤذيه (6)
hadith|7367|لم يلق ابن آدم شيئا قط منذ خلقه الله أشد عليه من الموت، ثم إن الموت لأهون مما بعده (7)
hadith|7368|لم يمت نبي حتى يؤمه رجل من قومه (8).
hadith|7369|لم يمنع قوم زكاة أموالهم إلا منعوا القطر من السماء، ولولا البهائم لم يمطروا (1)
hadith|7370|لما صور الله تعالى آدم في الجنة تركه ما شاء الله أن يتركه، فجعل إبليس يطيف به ينظر إليه، فلما رآه أجوف عرف أنه خلق لا يتمالك (2).
hadith|7371|لما عرج بي ربي عز وجل مررت بقوم لهم أظفار من نحاس يخمشون وجوههم وصدورهم فقلت: من هؤلاء يا جبريل؟ قال: هؤلاء الذين يأكلون لحوم الناس ويقعون في أعراضهم (3)
hadith|7372|لما نفخ في آدم الروح، مارت وطارت فصارت في رأسه، فعطس فقال: الحمد لله رب العالمين. فقال الله: يرحمك الله (4).
hadith|7373|لما خلق الله تعالى جنة عدن خلق فيها ما لا عين رأت ولا خطر على قلب بشر، ثم قال لها: تكلمي. فقالت: قد أفلح المؤمنون (5).
hadith|7374|لما ألقي إبراهيم في النار قال: اللهم أنت في السماء واحد، وأنا في الأرض واحد أعبدك (6)
hadith|7375|لما ألقي إبراهيم الخليل في النار قال: " حسبي الله ونعم الوكيل " فما احترق منه إلا موضع الكتاف (1)
hadith|7376|لما كذبتني قريش حين أسري بي إلى بيت المقدس قمت في الحجر فجلى الله لي بيت المقدس، فطفقت أخبرهم عن آياته وأنا أنظر إليه (2)
hadith|7377|لما أسلم عمر أتاني جبريل فقال: قد استبشر أهل السماء بإسلام عمر (3)
hadith|7378|لمعالجة ملك الموت أشد من ألف ضربة بالسيف (4)
hadith|7379|لن تخلو الأرض من ثلاثين مثل إبراهيم خليل الرحمن: بهم تغاثون، وبهم ترزقون، وبهم تمطرون (5)
hadith|7380|لن تخلو الأرض من أربعين رجلا مثل خليل الرحمن: فبهم تسقون، وبهم تنصرون، ما مات منهم أحد إلا أبدل الله مكانه آخر (6)
hadith|7381|لن تزال أمتي على سنتي ما لم ينتظروا بفطرهم طلوع النجوم (7)
hadith|7382|لن تزول قدم شاهد الزور حتى يوجب الله له النار (1).
hadith|7383|لن تقوم الساعة حتى يسود كل قبيلة منافقوها (2).
hadith|7384|لن تهلك أمة أنا في أولها، وعيسى بن مريم في آخرها، والمهدي في وسطها (3)
hadith|7385|لن يبتلى عبد بشئ أشد من الشرك، ولن يبتلى بشئ بعد الشرك أشد من ذهاب بصره، ولن يبتلى عبد بذهاب بصره فيصبر إلا غفر الله له (4)
hadith|7386|لن يبرح هذا الدين قائما يقاتل عليه عصابة من المسلمين حتى تقوم الساعة (5).
hadith|7387|لن يجمع الله تعالى على هذه الأمة سيفين: سيفا منها، وسيفا من عدوها (6).
hadith|7388|لن يدخل النار رجل شهد بدرا والحديبية (7).
hadith|7389|لن يزال العبد في فسحة من دينه ما لم يشرب الخمر، فإذا شربها خرق الله عنه ستره، وكان الشيطان وليه، وسمعه وبصره ورجله، يسوقه إلى كل شر، ويصرفه عن كل خير (8)
hadith|7390|لن يشبع المؤمن من خير يسمعه حتى يكون منتهاه الجنة (1)
hadith|7391|لن يعجز الله هذه الأمة من نصف يوم (2).
hadith|7392|لن يغلب عسر يسرين " إن مع العسر يسرا، إن مع العسر يسرا " (3).
hadith|7393|لن يفلح قوم ولوا أمرهم امرأة (4)
hadith|7394|لن يلج النار أحد صلى قبل طلوع الشمس وقبل غروبها (5).
hadith|7395|لن يلج الدرجات العلى من تكهن، أو استقسم، أو رجع من سفر تطيرا (6)
hadith|7396|لن ينفع حذر من قدر، ولكن الدعاء ينفع مما نزل ومما لم ينزل، فعليكم بالدعاء عباد الله (7)
hadith|7397|لن يهلك الناس حتى يعذروا من أنفسهم (1)
hadith|7398|لو أن الدنيا كلها بحذافيرها بيد رجل من أمتي ثم قال: " الحمد لله " لكانت " الحمد لله " أفضل من ذلك كله (2)
hadith|7399|لو أن العباد لم يذنبوا لخلق الله خلقا يذنبون ثم يغفر لهم، وهو الغفور الرحيم (3).
hadith|7400|لو أن الماء الذي يكون منه الولد أهرقته على صخرة لأخرج الله تعالى منها ولدا، وليخلقن الله تعالى نفسا هو خالقها (4).
hadith|7401|لو أن ابن آدم هرب من رزقه كما يهرب من الموت لأدركه رزقه كما يدركه الموت (5)
hadith|7402|لو أن أحدكم يعمل في صخرة صماء ليس لها باب ولا كوة لخرج عمله للناس كائنا ما كان (6).
hadith|7403|لو أن أحدكم إذا نزل منزلا قال: " أعوذ بكلمات الله التامة من شر ما خلق " لم يضره في ذلك المنزل شئ حتى يرتحل منه (7).
hadith|7404|لو أن أحدكم إذا أراد أن يأتي أهله قال: بسم الله، اللهم جنبنا الشيطان، وجنب الشيطان ما رزقتنا "، فإنه إن قضي بينهما ولد من ذلك، لم يضره الشيطان أبدا (1)
hadith|7405|لو أن امرأ اطلع عليك بغير إذن فخذفته بحصاة ففقأت عينه لم يكن عليك جناح (2)
hadith|7406|لو أن امرأة من نساء أهل الجنة أشرفت إلى الأرض لملأت الأرض من ريح المسك، ولأذهبت ضوء الشمس والقمر (3)
hadith|7407|لو أن أهل السماء والأرض اشتركوا في دم مؤمن لكبهم الله عز وجل في النار (4).
hadith|7408|لو أن بكاء داود وبكاء جميع أهل الأرض يعدل ببكاء آدم ما عدله (5)
hadith|7409|لو أن حجرا مثل سبع خلفات ألقي من شفير جهنم، هوى فيها سبعين خريفا لا يبلغ قعرها (6).
hadith|7410|لو أن دلوا من غساق يهراق في الدنيا لأنتن أهل الدنيا (1).
hadith|7411|لو أن رجلا يجر على وجهه من يوم ولد إلى يوم يموت هرما في مرضاة الله تعالى لحقره يوم القيامة (2)
hadith|7412|لو أن رجلا في حجره دراهم يقسمها، وآخر يذكر الله كان الذاكر لله أفضل (3)
hadith|7413|لو أن شرارة من شرر جهنم بالمشرق لوجد حرها من بالمغرب (4)
hadith|7414|لو أن شيئا كان فيه شفاء من الموت لكان في السنا (5).
hadith|7415|لو أن عبدين تحابا في الله، واحد في المشرق وآخر في المغرب، لجمع الله تعالى بينهما يوم القيامة يقول: هذا الذي كنت تحبه في (6).
hadith|7416|لو أن قطرة من الزقوم قطرت في دار الدنيا لأفسدت على أهل الدنيا معايشهم، فكيف بمن تكون طعامه (7)
hadith|7417|لو أن مقمعا من حديد وضع في الأرض فاجتمع له الثقلان ما أقلوه من الأرض، ولو ضرب الجبل بمقمع من حديد كما يضرب أهل النار لتفتت وعاد غبارا (1)
hadith|7418|لو أنكم تكونون على كل حال على الحالة التي أنتم عليها عندي لصافحتكم الملائكة بأكفهم ولزارتكم في بيوتكم، ولو لم تذنبوا لجاء الله بقوم يذنبون كي يغفر لهم (2).
hadith|7419|لو أنكم إذا خرجتم من عندي تكونون على الحال الذي تكونون عليه لصافحتكم الملائكة بطرق المدينة (3).
hadith|7420|لو أنكم توكلون على الله تعالى حق توكله لرزقكم كما يرزق الطير: تغدو خماصا، وتروح بطانا (4).
hadith|7421|لو آمن بي عشرة من اليهود لآمن بي اليهود (5)
hadith|7422|لو أخطأتم حتى تبلغ خطاياكم السماء ثم تبتم لتاب الله عليكم (6).
hadith|7423|لو أذن الله تعالى في التجارة لأهل الجنة لاتجروا في البز والعطر (1).
hadith|7424|لو أعلم لك فيه خيرا لعلمتك، ولكن ادع بما شئت بجد واجتهاد وأنت موثق بالإجابة، لأن أفضل الدعاء ما خرج من القلب بجد واجتهاد فذلك الذي يسمع ويستجاب وإن قل (2)
hadith|7425|لو اغتسلتم من المذي لكان أشد عليكم من الحيض (3).
hadith|7426|لو أفلت أحد من ضمة القبر لأفلت هذا الصبي (4).
hadith|7427|لو أقسمت لبررت: لا يدخل الجنة قبل سابق أمتي (5).
hadith|7428|لو أقسمت لبررت أن أحب عباد الله إلى الله لرعاة الشمس والقمر، وإنهم ليعرفون يوم القيامة بطول أعناقهم (6)
hadith|7429|لو أهدي إلى كراع لقبلت، ولو دعيت عليه لأجبت (7)
hadith|7430|لو بغى جبل على جبل لدك الباغي منهما (1)
hadith|7431|لو بنى مسجدي هذا إلى صنعاء كان مسجدي (2)
hadith|7432|لو ترك أحد لأحد لترك ابن المقعدين (3)
hadith|7433|لو تعلم البهائم من الموت ما يعلم بنو آدم ما أكلتم منها سمينا (4).
hadith|7434|لو تعلم المرأة حق الزوج لم تقعد ما حضر غذاؤه وعشاؤه حتى يفرغ منه (5)
hadith|7435|لو تعلمون قدر رحمة الله لاتكلتم عليها (6)
hadith|7436|لو تعلمون ما أعلم لضحكتم قليلا، ولبكيتم كثيرا (7)
hadith|7437|لو تعلمون ما أعلم لضحكتم قليلا، ولبكيتم كثيرا ولما ساغ لكم الطعام ولا الشراب (8)
hadith|7438|لو تعلمون ما أعلم لبكيتم كثيرا، ولضحكتم قليلا، ولخرجتم إلى الصعدات تجأرون إلى الله تعالى لا تدرون تنجون أو لا تنجون (1)
hadith|7439|لو تعلمون ما أعلم لبكيتم كثيرا، ولضحكتم قليلا: يظهر النفاق وترتفع الأمانة وتقبض الرحمة، ويتهم الأمين، ويؤتمن غير الأمين، أناخ بكم الشرف الجون: الفتن كأمثال الليل المظلم (2).
hadith|7440|لو تعلمون ما ادخر لكم ما حزنتم على ما زوي عنكم (3)
hadith|7441|لو تعلمون ما لكم عند الله لأحببتم أن تزدادوا فاقة وحاجة (4).
hadith|7442|لو تعلمون من الدنيا ما أعلم لاستراحت أنفسكم منها (5)
hadith|7443|لو تعلمون ما في المسألة ما مشى أحد إلى أحد يسأله شيئا (6)
hadith|7444|لو تعلمون ما في الصف الأول ما كانت إلا قرعة (1).
hadith|7445|لو تعلمون ما أنتم لاقون بعد الموت ما أكلتم طعاما على شهوة أبدا ولا شربتم شرابا على شهوة أبدا، ولا دخلتم بيتا تستظلون به، ولمررتم إلى الصعدات تلدمون صدوركم وتبكون على أنفسكم (2)
hadith|7446|لو جاء العسر فدخل هذا الجحر لجاء اليسر فدخل عليه فأخرجه (3)
hadith|7447|لو خشع قلب هذا خشعت جوارحه (4)
hadith|7448|لو خفتم الله تعالى حق خيفته لعلمتم العلم الذي لا جهل معه، ولو عرفتم الله تعالى حق معرفته لزالت لدعائكم الجبال (5).
hadith|7449|لو دعا لك إسرافيل وجبريل وميكائيل وحملة العرش وأنا فيهم ما تزوجت إلا المرأة التي كتبت لك (6)
hadith|7450|لو دعي بهذا الدعاء على شئ بين المشرق والمغرب في ساعة من يوم الجمعة لاستجيب لصاحبه: " لا إله إلا أنت، يا حنان يا منان، يا بديع السماوات والأرض، يا ذا الجلال والإكرام " (1).
hadith|7451|لو رأيت الأجل ومسيره، أبغضت الأمل وغروره (2).
hadith|7452|لو رجمت أحدا بغير بينة لرجمت هذه (3).
hadith|7453|لو عاش إبراهيم لكان صديقا نبيا (4)
hadith|7454|لو عاش إبراهيم ما رق له خال (5)
hadith|7455|لو عاش إبراهيم لوضعت الجزية عن كل قبطي (6)
hadith|7456|لو غفر لكم ما تأتون إلى البهائم لغفر لكم كثير (7).
hadith|7457|لو قضى كان (8)
hadith|7458|لو قيل لأهل النار: إنكم ماكثون في النار عدد كل حصاة في الدنيا لفرحوا بها، ولو قيل لأهل الجنة: إنكم ماكثون عدد كل حصاة لحزنوا، ولكن جعل لهم الأبد (1).
hadith|7459|لو كان الإيمان عند الثريا لتناوله رجال من فارس (2)
hadith|7460|لو كان الحياء رجلا لكان رجلا صالحا (3).
hadith|7461|لو كان الصبر رجلا لكان رجلا كريما (4).
hadith|7462|لو كان العجب رجلا كان رجل سوء (5).
hadith|7463|لو كان العسر في جحر لدخل عليه اليسر حتى يخرجه (6).
hadith|7464|لو كان العلم معلقا بالثريا لتناوله قوم من أبناء فارس (7).
hadith|7465|لو كان الفحش خلقا لكان شر خلق الله (8)
hadith|7466|لو كان القرآن في إهاب ما أكلته النار (9).
hadith|7467|لو كان المؤمن في جحر ضب لقيض الله له من يؤذيه (1)
